courses,createdAt,email,entryYear,gradeLevel,id,name,phone,schoolId,totalScore,type,updatedAt
"[""CRS097087"", ""CRS158012"", ""CRS260684"", ""CRS120015"", ""CRS960105"", ""CRS700175""]",2025-03-31T18:05:19.771010,brandon617@student.ביתהחינוךכרמלזבולון.edu,2020,12,494163220,Brandon Carroll,+1-662-685-1363x8592,SCH436822,65.4,student,2025-03-31T18:05:20.112835
"[""CRS097087"", ""CRS260684"", ""CRS120015"", ""CRS960105"", ""CRS158012"", ""CRS700175""]",2025-03-31T18:05:19.770120,robert342@student.ביתהחינוךכרמלזבולון.edu,2022,10,108284126,Robert Jones,612-402-9039x0675,SCH436822,59.7,student,2025-03-31T18:05:20.117339
"[""CRS097087"", ""CRS700175"", ""CRS120015"", ""CRS960105"", ""CRS158012"", ""CRS374203"", ""CRS260684""]",2025-03-31T18:05:19.770120,kyle486@student.ביתהחינוךכרמלזבולון.edu,2023,9,180713916,Kyle Newton,231.580.0455,SCH436822,81.9,student,2025-03-31T18:05:20.123139
"[""CRS097087"", ""CRS158012"", ""CRS374203"", ""CRS260684"", ""CRS120015"", ""CRS960105"", ""CRS700175""]",2025-03-31T18:05:19.770120,william166@student.ביתהחינוךכרמלזבולון.edu,2021,11,715713763,William Martin,664-728-3145,SCH436822,92.7,student,2025-03-31T18:05:20.128732
"[""CRS097087"", ""CRS700175"", ""CRS260684"", ""CRS120015"", ""CRS960105"", ""CRS158012"", ""CRS374203""]",2025-03-31T18:05:19.768116,john386@student.ביתהחינוךכרמלזבולון.edu,2020,12,684560146,John Scott,+1-320-652-3170,SCH436822,81.6,student,2025-03-31T18:05:20.133917
"[""CRS097087"", ""CRS374203"", ""CRS260684"", ""CRS120015"", ""CRS960105"", ""CRS158012"", ""CRS700175""]",2025-03-31T18:05:19.770120,harry670@student.ביתהחינוךכרמלזבולון.edu,2020,12,311160079,Harry Baker,(933)293-3200x1601,SCH436822,92.5,student,2025-03-31T18:05:20.139464
"[""CRS097087"", ""CRS700175"", ""CRS260684"", ""CRS960105"", ""CRS158012"", ""CRS374203"", ""CRS120015""]",2025-03-31T18:05:19.770120,jessica334@student.ביתהחינוךכרמלזבולון.edu,2022,10,386737024,Jessica Rodriguez,417-243-8713x962,SCH436822,64.1,student,2025-03-31T18:05:20.144612
"[""CRS097087"", ""CRS374203"", ""CRS260684"", ""CRS960105"", ""CRS158012"", ""CRS700175"", ""CRS120015""]",2025-03-31T18:05:19.770120,john128@student.ביתהחינוךכרמלזבולון.edu,2023,9,861094422,John Frey,374.822.7725,SCH436822,88.9,student,2025-03-31T18:05:20.150898
"[""CRS097087"", ""CRS158012"", ""CRS374203"", ""CRS120015"", ""CRS960105"", ""CRS260684""]",2025-03-31T18:05:19.768116,mathew177@student.ביתהחינוךכרמלזבולון.edu,2020,12,712674600,Mathew Chavez,+1-301-890-4215x316,SCH436822,71.8,student,2025-03-31T18:05:20.154767
"[""CRS097087"", ""CRS374203"", ""CRS260684"", ""CRS120015"", ""CRS960105"", ""CRS158012"", ""CRS700175""]",2025-03-31T18:05:19.770120,tammy918@student.ביתהחינוךכרמלזבולון.edu,2022,10,848192951,Tammy Potter,(760)291-2947,SCH436822,88.0,student,2025-03-31T18:05:20.160295
"[""CRS097087"", ""CRS158012"", ""CRS374203"", ""CRS700175"", ""CRS260684"", ""CRS960105"", ""CRS120015""]",2025-03-31T18:05:19.770120,jason607@student.ביתהחינוךכרמלזבולון.edu,2022,10,446884773,Jason Doyle,(903)832-9558x1910,SCH436822,95.0,student,2025-03-31T18:05:20.166798
"[""CRS097087"", ""CRS158012"", ""CRS700175"", ""CRS260684"", ""CRS120015"", ""CRS960105""]",2025-03-31T18:05:19.768116,barbara174@student.ביתהחינוךכרמלזבולון.edu,2023,9,459882110,Barbara Perry,834-788-5362x5731,SCH436822,76.8,student,2025-03-31T18:05:20.170802
"[""CRS097087"", ""CRS374203"", ""CRS260684"", ""CRS960105"", ""CRS158012"", ""CRS700175"", ""CRS120015""]",2025-03-31T18:05:19.770120,antonio233@student.ביתהחינוךכרמלזבולון.edu,2022,10,562408561,Antonio Cook,4226266777,SCH436822,80.6,student,2025-03-31T18:05:20.176802
"[""CRS097087"", ""CRS374203"", ""CRS700175"", ""CRS260684"", ""CRS120015"", ""CRS960105"", ""CRS158012""]",2025-03-31T18:05:19.771010,vincent77@student.ביתהחינוךכרמלזבולון.edu,2022,10,497154640,Vincent Ramirez,(367)265-9958x7481,SCH436822,81.2,student,2025-03-31T18:05:20.180813
"[""CRS097087"", ""CRS158012"", ""CRS374203"", ""CRS700175"", ""CRS260684"", ""CRS120015"", ""CRS960105""]",2025-03-31T18:05:19.768116,erica392@student.ביתהחינוךכרמלזבולון.edu,2022,10,942118371,Erica Davis,+1-950-202-5246x34440,SCH436822,74.1,student,2025-03-31T18:05:20.187858
"[""CRS097087"", ""CRS260684"", ""CRS120015"", ""CRS960105"", ""CRS700175""]",2025-03-31T18:05:19.770120,tony284@student.ביתהחינוךכרמלזבולון.edu,2022,10,659638291,Tony Rivera,(863)733-8367x31499,SCH436822,90.5,student,2025-03-31T18:05:20.191828
"[""CRS097087"", ""CRS374203"", ""CRS700175"", ""CRS260684"", ""CRS120015"", ""CRS960105""]",2025-03-31T18:05:19.768116,david176@student.ביתהחינוךכרמלזבולון.edu,2022,10,161135928,David Blevins,+1-921-411-0695x52479,SCH436822,67.7,student,2025-03-31T18:05:20.197015
"[""CRS097087"", ""CRS158012"", ""CRS700175"", ""CRS260684"", ""CRS120015"", ""CRS960105"", ""CRS374203""]",2025-03-31T18:05:19.770120,christine916@student.ביתהחינוךכרמלזבולון.edu,2021,11,840489835,Christine Hutchinson,+1-274-655-4256,SCH436822,70.3,student,2025-03-31T18:05:20.202019
"[""CRS097087"", ""CRS158012"", ""CRS374203"", ""CRS260684"", ""CRS120015"", ""CRS960105""]",2025-03-31T18:05:19.770120,sierra14@student.ביתהחינוךכרמלזבולון.edu,2020,12,171047323,Sierra Cook,7064572959,SCH436822,63.2,student,2025-03-31T18:05:20.206916
"[""CRS097087"", ""CRS158012"", ""CRS374203"", ""CRS120015"", ""CRS960105"", ""CRS700175"", ""CRS260684""]",2025-03-31T18:05:19.771010,suzanne614@student.ביתהחינוךכרמלזבולון.edu,2021,11,318204636,Suzanne Harris,+1-618-877-1832x986,SCH436822,84.6,student,2025-03-31T18:05:20.212919
"[""CRS097087"", ""CRS158012"", ""CRS374203"", ""CRS260684"", ""CRS960105"", ""CRS700175"", ""CRS120015""]",2025-03-31T18:05:19.771010,melinda592@student.ביתהחינוךכרמלזבולון.edu,2022,10,128413322,Melinda Fuentes,(668)581-5577x669,SCH436822,84.2,student,2025-03-31T18:05:20.218929
"[""CRS097087"", ""CRS158012"", ""CRS374203"", ""CRS700175"", ""CRS260684"", ""CRS120015"", ""CRS960105""]",2025-03-31T18:05:19.768116,samantha554@student.ביתהחינוךכרמלזבולון.edu,2023,9,886035234,Samantha Sharp,(443)656-8432,SCH436822,63.9,student,2025-03-31T18:05:20.224933
"[""CRS097087"", ""CRS158012"", ""CRS700175"", ""CRS120015"", ""CRS960105""]",2025-03-31T18:05:19.768116,adam728@student.ביתהחינוךכרמלזבולון.edu,2020,12,899122863,Adam Mason,001-925-891-1940x87829,SCH436822,89.1,student,2025-03-31T18:05:20.228939
"[""CRS960105"", ""CRS097087"", ""CRS158012"", ""CRS700175"", ""CRS120015""]",2025-03-31T18:05:19.771010,sarah571@student.ביתהחינוךכרמלזבולון.edu,2021,11,519099965,Sarah Dunn,821-485-5653x0432,SCH436822,62.8,student,2025-03-31T18:05:20.233079
"[""CRS960105"", ""CRS158012"", ""CRS374203"", ""CRS260684"", ""CRS120015""]",2025-03-31T18:05:19.771010,tara417@student.ביתהחינוךכרמלזבולון.edu,2022,10,694916018,Tara Gomez,575.375.0506x0318,SCH436822,65.2,student,2025-03-31T18:05:20.236641
"[""CRS676619"", ""CRS196654"", ""CRS622177"", ""CRS741286""]",2025-03-31T18:05:19.773014,jimmy481@student.ביתהספרקצינייםעכו.edu,2022,10,162977972,Jimmy Mckinney,(474)480-0405x99936,SCH844154,71.2,student,2025-03-31T18:05:20.240177
"[""CRS676619"", ""CRS196654"", ""CRS210243"", ""CRS741286""]",2025-03-31T18:05:19.773014,brent643@student.ביתהספרקצינייםעכו.edu,2023,9,985109683,Brent Navarro,+1-689-647-1785,SCH844154,70.9,student,2025-03-31T18:05:20.243177
"[""CRS676619"", ""CRS196654"", ""CRS210243"", ""CRS741286"", ""CRS622177""]",2025-03-31T18:05:19.772014,misty166@student.ביתהספרקצינייםעכו.edu,2022,10,627069492,Misty Sutton,820-734-4786x801,SCH844154,69.1,student,2025-03-31T18:05:20.246628
"[""CRS676619"", ""CRS196654"", ""CRS210243"", ""CRS741286""]",2025-03-31T18:05:19.773014,kimberly276@student.ביתהספרקצינייםעכו.edu,2020,12,247344825,Kimberly Weber,779-617-6272,SCH844154,81.2,student,2025-03-31T18:05:20.250632
"[""CRS676619"", ""CRS196654"", ""CRS210243"", ""CRS741286"", ""CRS622177""]",2025-03-31T18:05:19.772014,robert828@student.ביתהספרקצינייםעכו.edu,2021,11,699012941,Robert Mcclain,+1-677-484-5777x341,SCH844154,73.9,student,2025-03-31T18:05:20.254632
"[""CRS676619"", ""CRS196654"", ""CRS741286"", ""CRS622177""]",2025-03-31T18:05:19.772014,michelle172@student.ביתהספרקצינייםעכו.edu,2022,10,601886383,Michelle Crawford,522-899-4516x498,SCH844154,80.0,student,2025-03-31T18:05:20.257136
"[""CRS676619"", ""CRS196654"", ""CRS741286"", ""CRS622177"", ""CRS210243""]",2025-03-31T18:05:19.772014,taylor166@student.ביתהספרקצינייםעכו.edu,2022,10,281331393,Taylor Williams,001-275-516-5911x668,SCH844154,87.6,student,2025-03-31T18:05:20.260643
"[""CRS676619"", ""CRS196654"", ""CRS210243"", ""CRS622177"", ""CRS741286""]",2025-03-31T18:05:19.772014,kelsey762@student.ביתהספרקצינייםעכו.edu,2021,11,485507027,Kelsey Weeks,964-839-6115x2841,SCH844154,57.8,student,2025-03-31T18:05:20.266643
"[""CRS676619"", ""CRS741286"", ""CRS196654"", ""CRS210243"", ""CRS622177""]",2025-03-31T18:05:19.772014,matthew707@student.ביתהספרקצינייםעכו.edu,2022,10,348155089,Matthew Wise,424-452-2617,SCH844154,84.7,student,2025-03-31T18:05:20.270655
"[""CRS676619"", ""CRS196654"", ""CRS741286"", ""CRS210243"", ""CRS622177""]",2025-03-31T18:05:19.773014,elizabeth910@student.ביתהספרקצינייםעכו.edu,2020,12,594920489,Elizabeth Smith,(339)334-3812x033,SCH844154,88.6,student,2025-03-31T18:05:20.274884
"[""CRS676619"", ""CRS196654"", ""CRS210243"", ""CRS622177"", ""CRS741286""]",2025-03-31T18:05:19.771010,stephanie171@student.ביתהספרקצינייםעכו.edu,2023,9,629488203,Stephanie Lane,430.881.7280,SCH844154,69.1,student,2025-03-31T18:05:20.278392
"[""CRS676619"", ""CRS196654"", ""CRS210243"", ""CRS741286"", ""CRS622177""]",2025-03-31T18:05:19.773014,travis944@student.ביתהספרקצינייםעכו.edu,2020,12,863821458,Travis Vasquez,(891)200-6025,SCH844154,76.5,student,2025-03-31T18:05:20.281836
"[""CRS676619"", ""CRS196654"", ""CRS210243"", ""CRS741286"", ""CRS622177""]",2025-03-31T18:05:19.773014,lucas640@student.ביתהספרקצינייםעכו.edu,2021,11,757525022,Lucas Mcgee,609.812.1397,SCH844154,60.0,student,2025-03-31T18:05:20.286836
"[""CRS676619"", ""CRS196654"", ""CRS210243"", ""CRS741286"", ""CRS622177""]",2025-03-31T18:05:19.772014,andres762@student.ביתהספרקצינייםעכו.edu,2021,11,138391628,Andres Sanford,420.608.2395x250,SCH844154,66.7,student,2025-03-31T18:05:20.289853
"[""CRS676619"", ""CRS196654"", ""CRS210243"", ""CRS741286"", ""CRS622177""]",2025-03-31T18:05:19.772014,jodi60@student.ביתהספרקצינייםעכו.edu,2022,10,448154657,Jodi Shaw,2985499643,SCH844154,69.1,student,2025-03-31T18:05:20.295314
"[""CRS676619"", ""CRS196654"", ""CRS210243"", ""CRS741286"", ""CRS622177""]",2025-03-31T18:05:19.772014,rebecca674@student.ביתהספרקצינייםעכו.edu,2021,11,344280291,Rebecca Sutton,(798)742-1534x4388,SCH844154,73.9,student,2025-03-31T18:05:20.299820
"[""CRS676619"", ""CRS196654"", ""CRS210243""]",2025-03-31T18:05:19.773014,christina195@student.ביתהספרקצינייםעכו.edu,2021,11,216510546,Christina Payne,+1-202-280-4489x523,SCH844154,61.1,student,2025-03-31T18:05:20.301683
"[""CRS676619"", ""CRS196654"", ""CRS210243"", ""CRS622177""]",2025-03-31T18:05:19.773014,john739@student.ביתהספרקצינייםעכו.edu,2023,9,268505243,John Stevens,491.455.4702,SCH844154,79.8,student,2025-03-31T18:05:20.304682
"[""CRS676619"", ""CRS210243"", ""CRS741286"", ""CRS622177"", ""CRS196654""]",2025-03-31T18:05:19.773014,elizabeth868@student.ביתהספרקצינייםעכו.edu,2021,11,207301042,Elizabeth Johnson,375.921.8469,SCH844154,62.4,student,2025-03-31T18:05:20.309611
"[""CRS676619"", ""CRS741286"", ""CRS196654"", ""CRS210243"", ""CRS622177""]",2025-03-31T18:05:19.772014,heather465@student.ביתהספרקצינייםעכו.edu,2023,9,510977653,Heather Evans,+1-677-226-0863,SCH844154,61.9,student,2025-03-31T18:05:20.313611
"[""CRS676619"", ""CRS196654"", ""CRS210243"", ""CRS741286"", ""CRS622177""]",2025-03-31T18:05:19.773014,brian761@student.ביתהספרקצינייםעכו.edu,2020,12,342125930,Brian Chang,526.722.2138,SCH844154,69.2,student,2025-03-31T18:05:20.318242
"[""CRS676619"", ""CRS196654"", ""CRS210243"", ""CRS622177""]",2025-03-31T18:05:19.772014,matthew279@student.ביתהספרקצינייםעכו.edu,2020,12,157590909,Matthew Morales,+1-653-255-7632x41100,SCH844154,72.1,student,2025-03-31T18:05:20.321486
"[""CRS676619"", ""CRS196654"", ""CRS741286"", ""CRS622177""]",2025-03-31T18:05:19.772014,trevor256@student.ביתהספרקצינייםעכו.edu,2021,11,850006089,Trevor Winters,9319768928,SCH844154,57.3,student,2025-03-31T18:05:20.324651
"[""CRS676619"", ""CRS196654"", ""CRS622177"", ""CRS210243"", ""CRS741286""]",2025-03-31T18:05:19.773014,amber519@student.ביתהספרקצינייםעכו.edu,2023,9,447076405,Amber Murphy,(673)269-4445x631,SCH844154,77.3,student,2025-03-31T18:05:20.329376
"[""CRS676619"", ""CRS196654"", ""CRS210243"", ""CRS741286"", ""CRS622177""]",2025-03-31T18:05:19.771010,joseph546@student.ביתהספרקצינייםעכו.edu,2023,9,490137616,Joseph Harrison,3666996447,SCH844154,58.6,student,2025-03-31T18:05:20.333373
"[""CRS676619"", ""CRS196654"", ""CRS741286"", ""CRS622177""]",2025-03-31T18:05:19.773014,laurie690@student.ביתהספרקצינייםעכו.edu,2020,12,518628411,Laurie Ramsey,001-316-797-4890x83438,SCH844154,75.2,student,2025-03-31T18:05:20.336931
"[""CRS891563"", ""CRS347966"", ""CRS770000"", ""CRS936616"", ""CRS826262"", ""CRS751708"", ""CRS826044""]",2025-03-31T18:05:19.775014,kari27@student.אורטחקלאיפרדסחנה.edu,2023,9,294060282,Kari Buckley,+1-307-672-9380x97376,SCH563138,71.8,student,2025-03-31T18:05:20.342276
"[""CRS891563"", ""CRS347966"", ""CRS770000"", ""CRS936616"", ""CRS826044"", ""CRS826262"", ""CRS751708""]",2025-03-31T18:05:19.775014,albert858@student.אורטחקלאיפרדסחנה.edu,2020,12,580202000,Albert Williams,(406)644-9817x843,SCH563138,56.9,student,2025-03-31T18:05:20.347802
"[""CRS891563"", ""CRS347966"", ""CRS770000"", ""CRS936616"", ""CRS826044"", ""CRS826262"", ""CRS751708""]",2025-03-31T18:05:19.775014,mark413@student.אורטחקלאיפרדסחנה.edu,2023,9,188198951,Mark Marshall,001-962-362-7852x086,SCH563138,65.2,student,2025-03-31T18:05:20.355444
"[""CRS891563"", ""CRS347966"", ""CRS936616"", ""CRS826044"", ""CRS826262"", ""CRS751708"", ""CRS770000""]",2025-03-31T18:05:19.774013,kevin426@student.אורטחקלאיפרדסחנה.edu,2020,12,838176152,Kevin Walker,(771)881-5582x5335,SCH563138,76.5,student,2025-03-31T18:05:20.361786
"[""CRS891563"", ""CRS347966"", ""CRS770000"", ""CRS826044"", ""CRS826262"", ""CRS751708""]",2025-03-31T18:05:19.776031,michael756@student.אורטחקלאיפרדסחנה.edu,2022,10,998990500,Michael Haas,581-556-9646x14372,SCH563138,65.6,student,2025-03-31T18:05:20.366699
"[""CRS891563"", ""CRS347966"", ""CRS770000"", ""CRS826044"", ""CRS826262"", ""CRS751708"", ""CRS936616""]",2025-03-31T18:05:19.774013,darlene477@student.אורטחקלאיפרדסחנה.edu,2021,11,839010003,Darlene Brown,001-549-806-8295x61840,SCH563138,59.5,student,2025-03-31T18:05:20.372702
"[""CRS891563"", ""CRS347966"", ""CRS770000"", ""CRS826044"", ""CRS826262"", ""CRS751708"", ""CRS936616""]",2025-03-31T18:05:19.774013,james80@student.אורטחקלאיפרדסחנה.edu,2023,9,519317200,James Mcfarland,341-289-2778,SCH563138,90.7,student,2025-03-31T18:05:20.379157
"[""CRS891563"", ""CRS347966"", ""CRS770000"", ""CRS826044"", ""CRS826262"", ""CRS751708"", ""CRS936616""]",2025-03-31T18:05:19.774013,lori946@student.אורטחקלאיפרדסחנה.edu,2020,12,228567903,Lori West,472.837.9283x7853,SCH563138,57.2,student,2025-03-31T18:05:20.385157
"[""CRS891563"", ""CRS347966"", ""CRS936616"", ""CRS826044"", ""CRS826262"", ""CRS751708""]",2025-03-31T18:05:19.775014,michael450@student.אורטחקלאיפרדסחנה.edu,2020,12,915879678,Michael Graves,546.797.1138,SCH563138,69.8,student,2025-03-31T18:05:20.390915
"[""CRS891563"", ""CRS347966"", ""CRS770000"", ""CRS826044"", ""CRS826262"", ""CRS751708"", ""CRS936616""]",2025-03-31T18:05:19.775014,john358@student.אורטחקלאיפרדסחנה.edu,2022,10,545434474,John Butler,245-422-4599,SCH563138,69.8,student,2025-03-31T18:05:20.397890
"[""CRS891563"", ""CRS347966"", ""CRS936616"", ""CRS826044"", ""CRS826262"", ""CRS751708""]",2025-03-31T18:05:19.776031,joseph743@student.אורטחקלאיפרדסחנה.edu,2020,12,986618566,Joseph Martinez,+1-453-761-1772x211,SCH563138,70.0,student,2025-03-31T18:05:20.401891
"[""CRS891563"", ""CRS347966"", ""CRS826044"", ""CRS826262"", ""CRS751708""]",2025-03-31T18:05:19.776031,shawn140@student.אורטחקלאיפרדסחנה.edu,2023,9,954566630,Shawn Goodwin,426-790-1596,SCH563138,66.2,student,2025-03-31T18:05:20.407908
"[""CRS891563"", ""CRS347966"", ""CRS826044"", ""CRS826262"", ""CRS770000"", ""CRS936616""]",2025-03-31T18:05:19.776031,james282@student.אורטחקלאיפרדסחנה.edu,2023,9,395384672,James Harper,001-983-444-0467x070,SCH563138,78.2,student,2025-03-31T18:05:20.411912
"[""CRS891563"", ""CRS347966"", ""CRS936616"", ""CRS826044"", ""CRS826262"", ""CRS751708""]",2025-03-31T18:05:19.776031,christopher416@student.אורטחקלאיפרדסחנה.edu,2023,9,203806506,Christopher Walker,+1-340-461-6100,SCH563138,61.3,student,2025-03-31T18:05:20.417929
"[""CRS891563"", ""CRS347966"", ""CRS936616"", ""CRS826044"", ""CRS826262"", ""CRS751708"", ""CRS770000""]",2025-03-31T18:05:19.775014,kelsey416@student.אורטחקלאיפרדסחנה.edu,2023,9,203383435,Kelsey Obrien,001-750-718-3309x436,SCH563138,71.0,student,2025-03-31T18:05:20.425683
"[""CRS891563"", ""CRS347966"", ""CRS770000"", ""CRS826044"", ""CRS826262"", ""CRS751708""]",2025-03-31T18:05:19.776031,james279@student.אורטחקלאיפרדסחנה.edu,2022,10,500894085,James Robbins,687-281-6039,SCH563138,70.9,student,2025-03-31T18:05:20.430714
"[""CRS891563"", ""CRS347966"", ""CRS826044"", ""CRS826262"", ""CRS751708""]",2025-03-31T18:05:19.774013,jennifer600@student.אורטחקלאיפרדסחנה.edu,2021,11,274227731,Jennifer Graham,+1-321-403-0469x1987,SCH563138,75.0,student,2025-03-31T18:05:20.434133
"[""CRS891563"", ""CRS347966"", ""CRS770000"", ""CRS936616"", ""CRS826044"", ""CRS826262"", ""CRS751708""]",2025-03-31T18:05:19.774013,nicole129@student.אורטחקלאיפרדסחנה.edu,2022,10,907199433,Nicole Williams,455-866-5328,SCH563138,66.9,student,2025-03-31T18:05:20.440659
"[""CRS891563"", ""CRS347966"", ""CRS770000"", ""CRS936616"", ""CRS826044"", ""CRS826262"", ""CRS751708""]",2025-03-31T18:05:19.774013,austin501@student.אורטחקלאיפרדסחנה.edu,2020,12,509869863,Austin Harris,538.865.7002,SCH563138,71.5,student,2025-03-31T18:05:20.448669
"[""CRS891563"", ""CRS770000"", ""CRS826044"", ""CRS826262"", ""CRS751708"", ""CRS347966"", ""CRS936616""]",2025-03-31T18:05:19.774013,brett648@student.אורטחקלאיפרדסחנה.edu,2023,9,136763180,Brett Patel,001-439-882-5101,SCH563138,75.6,student,2025-03-31T18:05:20.454673
"[""CRS891563"", ""CRS347966"", ""CRS826044"", ""CRS826262"", ""CRS751708"", ""CRS770000"", ""CRS936616""]",2025-03-31T18:05:19.775014,kendra816@student.אורטחקלאיפרדסחנה.edu,2021,11,808888192,Kendra Stevens,293-781-5414x191,SCH563138,77.5,student,2025-03-31T18:05:20.461226
"[""CRS891563"", ""CRS347966"", ""CRS770000"", ""CRS936616"", ""CRS826044"", ""CRS826262"", ""CRS751708""]",2025-03-31T18:05:19.774013,steven103@student.אורטחקלאיפרדסחנה.edu,2021,11,344616483,Steven Jones,+1-512-216-8756,SCH563138,72.5,student,2025-03-31T18:05:20.467734
"[""CRS891563"", ""CRS347966"", ""CRS770000"", ""CRS936616"", ""CRS826044"", ""CRS826262"", ""CRS751708""]",2025-03-31T18:05:19.775014,benjamin927@student.אורטחקלאיפרדסחנה.edu,2022,10,661014850,Benjamin Newman,651.814.4284x2390,SCH563138,83.1,student,2025-03-31T18:05:20.473843
"[""CRS891563"", ""CRS347966"", ""CRS770000"", ""CRS826044"", ""CRS826262"", ""CRS751708"", ""CRS936616""]",2025-03-31T18:05:19.775014,karen282@student.אורטחקלאיפרדסחנה.edu,2020,12,651566505,Karen Pierce,705.593.0771x08914,SCH563138,83.1,student,2025-03-31T18:05:20.478838
"[""CRS891563"", ""CRS347966"", ""CRS770000"", ""CRS936616"", ""CRS826044"", ""CRS826262"", ""CRS751708""]",2025-03-31T18:05:19.775014,jennifer515@student.אורטחקלאיפרדסחנה.edu,2022,10,986266570,Jennifer Porter,4455854696,SCH563138,81.6,student,2025-03-31T18:05:20.486666
"[""CRS891563"", ""CRS347966"", ""CRS770000"", ""CRS936616"", ""CRS826044"", ""CRS826262"", ""CRS751708""]",2025-03-31T18:05:19.775014,renee973@student.אורטחקלאיפרדסחנה.edu,2023,9,753997323,Renee Kramer,+1-305-434-0575x89986,SCH563138,63.7,student,2025-03-31T18:05:20.493233
"[""CRS891563"", ""CRS770000"", ""CRS826044"", ""CRS826262"", ""CRS751708"", ""CRS347966"", ""CRS936616""]",2025-03-31T18:05:19.775014,cindy376@student.אורטחקלאיפרדסחנה.edu,2020,12,285379040,Cindy Pitts,8267294147,SCH563138,83.6,student,2025-03-31T18:05:20.498683
"[""CRS891563"", ""CRS347966"", ""CRS770000"", ""CRS826044"", ""CRS826262"", ""CRS751708""]",2025-03-31T18:05:19.775014,benjamin784@student.אורטחקלאיפרדסחנה.edu,2022,10,276955481,Benjamin Townsend,325.246.4880,SCH563138,92.5,student,2025-03-31T18:05:20.504683
"[""CRS891563"", ""CRS347966"", ""CRS770000"", ""CRS826044"", ""CRS826262"", ""CRS751708""]",2025-03-31T18:05:19.774013,marissa728@student.אורטחקלאיפרדסחנה.edu,2022,10,659746654,Marissa Castaneda,2948664750,SCH563138,68.2,student,2025-03-31T18:05:20.508690
"[""CRS891563"", ""CRS347966"", ""CRS770000"", ""CRS826044"", ""CRS826262"", ""CRS751708"", ""CRS936616""]",2025-03-31T18:05:19.774013,ashley30@student.אורטחקלאיפרדסחנה.edu,2021,11,700295880,Ashley Murphy,+1-334-568-8634,SCH563138,92.2,student,2025-03-31T18:05:20.516599
